,Unnamed: 0,a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y,string
2657,2657,Lund_02322,Lane,Urban area,Road,Metropolitan area,Transport,Asphalt,Street,Town,Building,City,(o ST BTG R,Rasmus Johans:, Feb 2017,"Lane,Urban area,Road,Metropolitan area,Transport,Asphalt,Street,Town,Building,City"
2658,2658,Lund_02442,House,Building,Property,Home,Residential area,Architecture,Neighbourhood,Mansion,Estate,Real estate,Horselenheten barn,K Kommunikation |, May 2007,"House,Building,Property,Home,Residential area,Architecture,Neighbourhood,Mansion,Estate,Real estate"
2659,2659,Lund_00687,Property,Landmark,Estate,Mansion,Garden,Public space,Building,Architecture,Spring,House,Lundagérd,H Hans Blomgren, May 2018,"Property,Landmark,Estate,Mansion,Garden,Public space,Building,Architecture,Spring,House"
2660,2660,Lund_02452,Fountain,Water,Water resources,Water feature,Pond,Leisure,Park,Fun,Tree,Reservoir,Coop Klostergarden,’ ‘f Magnus Erkenfel, Jul 2017,"Fountain,Water,Water resources,Water feature,Pond,Leisure,Park,Fun,Tree,Reservoir"
2661,2661,Lund_02537,Natural landscape,Nature,Tree,Nature reserve,Water,Natural environment,Watercourse,Bank,Waterway,Riparian zone,Rinnebick Gorge 2,L 1T T, Oct 2013,"Natural landscape,Nature,Tree,Nature reserve,Water,Natural environment,Watercourse,Bank,Waterway,Riparian zone"
2662,2662,Lund_00216,Town,Sky,Property,House,Residential area,Home,Building,Street,Neighbourhood,Cloud,0 Valeria Maciu,0 Valeria Maciu, Mar 2018,"Town,Sky,Property,House,Residential area,Home,Building,Street,Neighbourhood,Cloud"
2663,2663,Lund_01989,Landmark,Classical architecture,Building,Architecture,Mansion,Palace,Stately home,Official residence,Estate,Presidential palace,Lundagérd,& Bea Kovacsovics, Mar 2018,"Landmark,Classical architecture,Building,Architecture,Mansion,Palace,Stately home,Official residence,Estate,Presidential palace"
2664,2664,Lund_02612,Water,Boardwalk,Sky,Deck,Tree,Dock,Wood,Walkway,Cloud,Pier,Killbybadet,i# Marie Cammarot, Jun 2017,"Water,Boardwalk,Sky,Deck,Tree,Dock,Wood,Walkway,Cloud,Pier"
2665,2665,Lund_00986,Building,Landmark,Architecture,Town,Medieval architecture,Cathedral,City,Church,Spire,Facade,Stortorget B,(o e I=H Y], Mar 2017,"Building,Landmark,Architecture,Town,Medieval architecture,Cathedral,City,Church,Spire,Facade"
2666,2666,Lund_02774,Grassland,Nature,Meadow,Grass,Green,Pasture,Natural landscape,Land lot,Natural environment,Lawn,Nobbelbvs mosse,ﬁ Donna, May 2018,"Grassland,Nature,Meadow,Grass,Green,Pasture,Natural landscape,Land lot,Natural environment,Lawn"
2667,2667,Lund_00825,Water,Building,Architecture,Estate,Tree,Sky,Palace,Grass,Tourism,House,Lundagérd,) ravio ERachici, May 2018,"Water,Building,Architecture,Estate,Tree,Sky,Palace,Grass,Tourism,House"
2668,2668,Lund_00835,Property,Building,Estate,Architecture,Stately home,Mansion,Château,Manor house,House,Medieval architecture,Lundagérd,6‘ Jonathan Bryce,,"Property,Building,Estate,Architecture,Stately home,Mansion,Château,Manor house,House,Medieval architecture"
2669,2669,Lund_02519,Natural landscape,Natural environment,Sky,Water,Nature reserve,Marsh,Plain,Grass,Tree,Grassland,Nobbelbvs mosse,é’g Jimmy Andersso,,"Natural landscape,Natural environment,Sky,Water,Nature reserve,Marsh,Plain,Grass,Tree,Grassland"
2670,2670,Lund_02816,Classical architecture,Landmark,Medieval architecture,Architecture,Building,Facade,Place of worship,Cathedral,Byzantine architecture,Sky,Lundagérd,@ Barbara O'Neal, Jun 2017,"Classical architecture,Landmark,Medieval architecture,Architecture,Building,Facade,Place of worship,Cathedral,Byzantine architecture,Sky"
2671,2671,Lund_01052,Building,Architecture,Church,Landmark,Place of worship,Medieval architecture,Parish,Grass,Estate,Cathedral,Lundagérd,@ Ibrahim Akkash, Sep 2016,"Building,Architecture,Church,Landmark,Place of worship,Medieval architecture,Parish,Grass,Estate,Cathedral"
2672,2672,Lund_00369,Building,Architecture,Landmark,Property,Tree,Medieval architecture,Church,Grass,Estate,Sky,Lundagérd,C Carmelo Pellegri, Aug 2017,"Building,Architecture,Landmark,Property,Tree,Medieval architecture,Church,Grass,Estate,Sky"
2673,2673,Lund_02423,Landmark,Architecture,Building,Town,Tree,City,Estate,House,Facade,Monument,Lundagérd 8,a Katherine M., Jul 2017,"Landmark,Architecture,Building,Town,Tree,City,Estate,House,Facade,Monument"
2674,2674,Lund_00823,Landmark,Architecture,Building,Estate,Water,Stately home,Mansion,Palace,Reflecting pool,Villa,Lundagérd,I ERER T, Jul 2018,"Landmark,Architecture,Building,Estate,Water,Stately home,Mansion,Palace,Reflecting pool,Villa"
2675,2675,Lund_01584,Water resources,Water,Waterway,Bank,Watercourse,River,Natural landscape,Wilderness,Stream,Biome,Rinnebidck Gorge,Prashant Bari, May 2017,"Water resources,Water,Waterway,Bank,Watercourse,River,Natural landscape,Wilderness,Stream,Biome"
2676,2676,Lund_02598,Sky,Natural landscape,Water,Sunset,River,Reflection,Cloud,Morning,Evening,Light,L TR TR,\ARYIE T EEG RV ED, Jun 2018,"Sky,Natural landscape,Water,Sunset,River,Reflection,Cloud,Morning,Evening,Light"
2677,2677,Lund_01347,Urban area,City,Metropolitan area,Town,Roof,Human settlement,Building,Landmark,Cityscape,Suburb,[TV T :,qf‘gu Kaveh Kamran, Aug 2017,"Urban area,City,Metropolitan area,Town,Roof,Human settlement,Building,Landmark,Cityscape,Suburb"
2678,2678,Lund_01548,Medieval architecture,Building,Landmark,Architecture,Church,Facade,Place of worship,Cathedral,Historic site,Steeple,Lund Cathedral,Seger achternaar, Mar 2017,"Medieval architecture,Building,Landmark,Architecture,Church,Facade,Place of worship,Cathedral,Historic site,Steeple"
2679,2679,Lund_03188,Building,House,Property,Estate,Architecture,Mansion,Home,Historic house,Palace,Tree,Lundagérd,Linda Newman A, May 2017,"Building,House,Property,Estate,Architecture,Mansion,Home,Historic house,Palace,Tree"
2680,2680,Lund_00371,Landmark,Garden,Estate,Spring,Mansion,Botanical garden,Botany,Flower,Architecture,Palace,[T 8,. DIl, May 2016,"Landmark,Garden,Estate,Spring,Mansion,Botanical garden,Botany,Flower,Architecture,Palace"
2681,2681,Lund_00612,Building,Medieval architecture,Property,Architecture,Wall,Castle,Tree,Estate,Grass,Stately home,Lundagérd ¢,@ Kiryl Shantyka, Jun 2017,"Building,Medieval architecture,Property,Architecture,Wall,Castle,Tree,Estate,Grass,Stately home"
2682,2682,Lund_00115,Landmark,Tower,Steeple,Building,Spire,Architecture,Church,Place of worship,Medieval architecture,National historic landmark,. Marion Kaletta,. Marion Kaletta, Oct 2017,"Landmark,Tower,Steeple,Building,Spire,Architecture,Church,Place of worship,Medieval architecture,National historic landmark"
2683,2683,Lund_02544,Architecture,Property,Building,Facade,Arch,House,Sky,Roof,Medieval architecture,Historic site,Stora Raby Kyrka,"',& Meta Larsson", Sep 2018,"Architecture,Property,Building,Facade,Arch,House,Sky,Roof,Medieval architecture,Historic site"
2684,2684,Lund_00817,Building,Property,Mansion,Estate,Stately home,Medieval architecture,Château,Architecture,Manor house,House,Bantorget,;ﬁ Alberto Umerkaje, May 2017,"Building,Property,Mansion,Estate,Stately home,Medieval architecture,Château,Architecture,Manor house,House"
2685,2685,Lund_02154,Body of water,Water resources,Nature,Natural landscape,Water,Bank,Natural environment,Reservoir,River,Atmospheric phenomenon,A nice Little pond ¢,P =], Jun 2017,"Body of water,Water resources,Nature,Natural landscape,Water,Bank,Natural environment,Reservoir,River,Atmospheric phenomenon"
2686,2686,Lund_01931,Building,Architecture,Facade,Vehicle,City,Car,Urban area,Neighbourhood,Street,House,[T T o1 T 1T,Artur Muc, Jun 2010,"Building,Architecture,Facade,Vehicle,City,Car,Urban area,Neighbourhood,Street,House"
2687,2687,Lund_02192,Natural landscape,Natural environment,Grassland,Nature reserve,Marsh,Wetland,Vegetation,Freshwater marsh,Pasture,Green,,,,"Natural landscape,Natural environment,Grassland,Nature reserve,Marsh,Wetland,Vegetation,Freshwater marsh,Pasture,Green"
2688,2688,Lund_01881,Landmark,Architecture,Building,Medieval architecture,Sky,Church,Classical architecture,Facade,Place of worship,Historic site,Lund Cathedral :,H  Horst Hesener, Jun 2018,"Landmark,Architecture,Building,Medieval architecture,Sky,Church,Classical architecture,Facade,Place of worship,Historic site"
2689,2689,Lund_01378,Architecture,Building,Water,Tree,Grass,House,Garden,Courtyard,Plant,Cobblestone,Kulturen,‘ Marion Kaletta, Apr 2018,"Architecture,Building,Water,Tree,Grass,House,Garden,Courtyard,Plant,Cobblestone"
2690,2690,Lund_01266,Estate,Building,Property,Palace,Mansion,Stately home,Château,Architecture,Manor house,Sky,Lundagérd,@ Stefan Sgnderva, Oct 2017,"Estate,Building,Property,Palace,Mansion,Stately home,Château,Architecture,Manor house,Sky"
2691,2691,Lund_00127,Water,Water feature,Fountain,Font,Architecture,Courtyard,Estate,Building,,,e Saadiyah Darus,e Saadiyah Darus, Sep 2009,
2692,2692,Lund_00541,Building,Estate,Palace,Mansion,Property,Stately home,Château,House,Official residence,Architecture,Lundagérd,[ BRI TS, Sep 2016,"Building,Estate,Palace,Mansion,Property,Stately home,Château,House,Official residence,Architecture"
2693,2693,Lund_00176,Sky,Property,Town,Road,Estate,Cloud,Residential area,Tree,Building,Thoroughfare,,, Jul 2017,"Sky,Property,Town,Road,Estate,Cloud,Residential area,Tree,Building,Thoroughfare"
2694,2694,Lund_01619,Roof,Town,Urban area,City,Human settlement,Neighbourhood,Building,Architecture,Sky,Residential area,Grand Hotel Lund,@) (=11 E, May 2017,"Roof,Town,Urban area,City,Human settlement,Neighbourhood,Building,Architecture,Sky,Residential area"
2695,2695,Lund_01904,Architecture,Landmark,Building,Classical architecture,Facade,House,Palace,Sky,City,Statue,Lundagérd,Anders Sjostrom, Jun 2018,"Architecture,Landmark,Building,Classical architecture,Facade,House,Palace,Sky,City,Statue"
2696,2696,Lund_00153,Property,House,Home,Residential area,Building,Real estate,Neighbourhood,Architecture,Estate,Roof,. Poma KpaBueHK«,. Poma KpaBueHK«, May 2017,"Property,House,Home,Residential area,Building,Real estate,Neighbourhood,Architecture,Estate,Roof"
2697,2697,Lund_00397,Estate,Mansion,Building,Property,Landmark,House,Palace,Architecture,Château,Stately home,Lundagérd,‘a Andrii Salnikov,,"Estate,Mansion,Building,Property,Landmark,House,Palace,Architecture,Château,Stately home"
2698,2698,Lund_01769,Estate,Property,House,Building,Home,Mansion,Manor house,Architecture,Residential area,Grass,Kulturen,. AL P Y, Jun 2017,"Estate,Property,House,Building,Home,Mansion,Manor house,Architecture,Residential area,Grass"
2699,2699,Lund_00520,Estate,Building,Property,Mansion,Palace,Stately home,Manor house,House,Architecture,Château,Lundagérd 8,' Lars Skough, Jul 2017,"Estate,Building,Property,Mansion,Palace,Stately home,Manor house,House,Architecture,Château"
2700,2700,Lund_02214,Body of water,Water resources,Stream,Riparian zone,Water,Nature,Watercourse,Creek,Stream bed,Arroyo,Rinnebick Gorge 2,LCIECHIRENT, Jul 2018,"Body of water,Water resources,Stream,Riparian zone,Water,Nature,Watercourse,Creek,Stream bed,Arroyo"
2701,2701,Lund_01750,Property,Transport,Architecture,Town,Building,House,Neighbourhood,Human settlement,City,Residential area,Lundagérd 9,.@ UIf Larsson, Sep 2018,"Property,Transport,Architecture,Town,Building,House,Neighbourhood,Human settlement,City,Residential area"
2702,2702,Lund_01525,Body of water,Pond,Bank,Water,Waterway,Reflection,Natural landscape,Tree,Canal,River,Botanical Garden,Jens Jgrgen Lykk, Apr 2018,"Body of water,Pond,Bank,Water,Waterway,Reflection,Natural landscape,Tree,Canal,River"
2703,2703,Lund_00944,Building,Landmark,Estate,Architecture,Mansion,Stately home,Palace,Classical architecture,Tree,House,[T T VT,A ' Anna Ostrowska, Jul 2018,"Building,Landmark,Estate,Architecture,Mansion,Stately home,Palace,Classical architecture,Tree,House"
2704,2704,Lund_01841,Town,Public space,Sky,City,Human settlement,Town square,Architecture,Tourism,Road surface,Building,Lund Market Hall ¢,=1V A (LT, Sep 2017,"Town,Public space,Sky,City,Human settlement,Town square,Architecture,Tourism,Road surface,Building"
2705,2705,Lund_03196,Building,Estate,Property,Château,Mansion,Stately home,Manor house,Architecture,Historic house,Palace,Bantorget 8,(VGRG0, Sep 2017,"Building,Estate,Property,Château,Mansion,Stately home,Manor house,Architecture,Historic house,Palace"
2706,2706,Lund_03122,Road,Sky,Cloud,Highway,Asphalt,Lane,Daytime,Freeway,Infrastructure,Transport,Rinnebick Gorge 2,timor talash, Jun 2016,"Road,Sky,Cloud,Highway,Asphalt,Lane,Daytime,Freeway,Infrastructure,Transport"
2707,2707,Lund_02275,Public space,Urban design,Residential area,Garden,Landscape,Grass,Landscaping,Tree,Campus,Architecture,Lund Ostanvig ¢,ya) yaCh, Jul 2017,"Public space,Urban design,Residential area,Garden,Landscape,Grass,Landscaping,Tree,Campus,Architecture"
2708,2708,Lund_00803,Classical architecture,Architecture,Landmark,Building,Daytime,Sky,Facade,City,Palace,House,Lundagérd,B Bengt Ljungquist, Apr 2018,"Classical architecture,Architecture,Landmark,Building,Daytime,Sky,Facade,City,Palace,House"
2709,2709,Lund_02264,Transport,Road,Sky,Architecture,Urban area,Infrastructure,City,Building,Cloud,Street,Biltema 3,EEF S, Sep 2016,"Transport,Road,Sky,Architecture,Urban area,Infrastructure,City,Building,Cloud,Street"
2710,2710,Lund_01273,Architecture,Building,Medieval architecture,Landmark,Gothic architecture,Classical architecture,Place of worship,Cathedral,Church,Sky,Lundagérd,ﬂ Bnapgumup Tutos, Jun 2016,"Architecture,Building,Medieval architecture,Landmark,Gothic architecture,Classical architecture,Place of worship,Cathedral,Church,Sky"
2711,2711,Lund_02374,Water resources,Vegetation,Watercourse,Nature reserve,Biome,Water,Geological phenomenon,Bank,Stream,River,Rinnebéck Gorge,; Jonas Jinbéck, May 2017,"Water resources,Vegetation,Watercourse,Nature reserve,Biome,Water,Geological phenomenon,Bank,Stream,River"
2712,2712,Lund_00916,Garden,Botanical garden,Property,Botany,Estate,Shrub,Landscaping,House,Home,Landscape,Botanical Garden,@‘ Luiz Fernando Si,,"Garden,Botanical garden,Property,Botany,Estate,Shrub,Landscaping,House,Home,Landscape"
2713,2713,Lund_02016,Classical architecture,Building,Landmark,Architecture,Palace,Facade,Mansion,House,Official residence,Estate,Lundagérd,(elT. 1 W [V =, Oct 2014,"Classical architecture,Building,Landmark,Architecture,Palace,Facade,Mansion,House,Official residence,Estate"
2714,2714,Lund_01048,Classical architecture,Building,Landmark,Architecture,Palace,Facade,Sky,Mansion,City,Official residence,Lundagérd 9,6@@ Lau Moura, Jun 2018,"Classical architecture,Building,Landmark,Architecture,Palace,Facade,Sky,Mansion,City,Official residence"
2715,2715,Lund_02129,Property,Estate,Tree,House,Building,Real estate,Home,Land lot,Residential area,Neighbourhood,Lundagérd ¢,@ Ludovic Barth, Jul 2015,"Property,Estate,Tree,House,Building,Real estate,Home,Land lot,Residential area,Neighbourhood"
2716,2716,Lund_03174,Natural landscape,Natural environment,Water,Nature reserve,Bank,River,Waterway,Water resources,Floodplain,Tree,N[ AT T T,i\ Bengt Jiirs, Jul 2014,"Natural landscape,Natural environment,Water,Nature reserve,Bank,River,Waterway,Water resources,Floodplain,Tree"
2717,2717,Lund_00535,Landmark,Medieval architecture,Architecture,Building,Place of worship,Classical architecture,Facade,Church,Cathedral,Sky,LT T o1 T T,€N Juan Piema, Jun 2018,"Landmark,Medieval architecture,Architecture,Building,Place of worship,Classical architecture,Facade,Church,Cathedral,Sky"
2718,2718,Lund_03100,Sky,Cloud,Cumulus,Daytime,Natural landscape,Atmosphere,Meteorological phenomenon,Natural environment,Grassland,Field,Nobbel6vs mosse,3\ 1T T,,"Sky,Cloud,Cumulus,Daytime,Natural landscape,Atmosphere,Meteorological phenomenon,Natural environment,Grassland,Field"
2719,2719,Lund_02245,Building,Architecture,Real estate,Commercial building,Facade,Mixed-use,City,,,,ICA Supermarket Lin,[ETERTG RG], Sep 2017,
2720,2720,Lund_00505,Classical architecture,Building,Landmark,Architecture,Palace,Facade,City,Château,Official residence,Town square,Lundagérd 9,@ Rene Wagner, Aug 2017,"Classical architecture,Building,Landmark,Architecture,Palace,Facade,City,Château,Official residence,Town square"
2721,2721,Lund_02617,Building,Retail,Warehouse,Supermarket,Ceiling,,,,,,Biltema,(’)3 Samuel Estenlun,,
2722,2722,Lund_02195,Natural landscape,Body of water,Nature,Water resources,Stream,Watercourse,River,Waterway,Wilderness,Water,Virpinge Golfklubb,Kenton Knowles,,"Natural landscape,Body of water,Nature,Water resources,Stream,Watercourse,River,Waterway,Wilderness,Water"
2723,2723,Lund_02495,Vegetation,Natural landscape,Nature,Nature reserve,Natural environment,Wilderness,Highland,Plant community,Shrubland,Hill,Rinnebick Gorge : H,Q Ani Vera, Aug 2017,"Vegetation,Natural landscape,Nature,Nature reserve,Natural environment,Wilderness,Highland,Plant community,Shrubland,Hill"
2724,2724,Lund_01114,Medieval architecture,Landmark,Architecture,Building,Castle,Fortification,Wall,Historic site,Château,Tree,Lundagérd,R N Y Y EY e, Jun 2011,"Medieval architecture,Landmark,Architecture,Building,Castle,Fortification,Wall,Historic site,Château,Tree"
2725,2725,Lund_01835,Architecture,Landmark,Building,Medieval architecture,Sky,Tower,Place of worship,Church,Spire,Gothic architecture,Lund Cathedral,@ Carsten Andreas,,"Architecture,Landmark,Building,Medieval architecture,Sky,Tower,Place of worship,Church,Spire,Gothic architecture"
2726,2726,Lund_02715,Lawn,Grass,Grassland,Park,Leisure,Recreation,Summer,Spring,Fun,Tree,Klostergérdens IP,il VPN YT 1o 3o ), Jun 2017,"Lawn,Grass,Grassland,Park,Leisure,Recreation,Summer,Spring,Fun,Tree"
2727,2727,Lund_02633,Light,Night,Lighting,Building,Architecture,Sky,Road,City,Mixed-use,,Biltema 8,' (&= =RV, Mar 2018,
2728,2728,Lund_00237,Classical architecture,Landmark,Building,Architecture,Palace,Facade,City,House,Mansion,Courthouse,Lundagérd 8,@ Martin Giles, Mar 2014,"Classical architecture,Landmark,Building,Architecture,Palace,Facade,City,House,Mansion,Courthouse"
